0.02      9.30735 
0.12      9.68988 
0.22      8.79698 
0.32      7.24833 
0.42      5.51981 
0.52      3.86275 
0.62      2.39841 
0.72      1.17795 
0.82      0.32456 
0.92     -0.00049 
1.02     -0.44374 
1.12     -1.80059 
1.22     -4.09410 
1.32     -7.11880 
1.42    -10.51065 
1.52    -13.73863 
1.62    -16.51488 
1.72    -18.83527 
1.82    -20.75619 
1.92    -22.30313 
2.02    -23.54124 
2.12    -24.55246 
2.22    -25.37309 
2.32    -26.00250 
2.42    -26.41662 
2.52    -26.64704 
2.62    -26.67532 
2.72    -26.51788 
2.82    -26.18369 
2.92    -25.68853 
3.02    -25.05964 
3.12    -24.29341 
3.22    -23.43640 
3.32    -22.44097 
3.42    -21.35550 
3.52    -20.24920 
3.62    -19.11338 
3.72    -17.92901 
3.82    -16.70991 
3.92    -15.36749 
