0.02    -31.38096 
0.12    -30.14723 
0.22    -26.49421 
0.32    -21.97018 
0.42    -16.94258 
0.52    -11.76500 
0.62     -6.85370 
0.72     -2.65819 
0.82      0.23564 
0.92      1.42154 
1.02      1.04009 
1.12     -0.53213 
1.22     -2.75960 
1.32     -5.29809 
1.42     -8.01028 
1.52    -10.69528 
1.62    -12.99414 
1.72    -14.50339 
1.82    -15.06699 
1.92    -14.85746 
2.02    -14.22732 
2.12    -13.43099 
2.22    -12.53593 
2.32    -11.63350 
2.42    -10.69188 
2.52     -9.80017 
2.62     -8.91355 
2.72     -8.06989 
2.82     -7.15347 
2.92     -6.24736 
3.02     -5.21272 
3.12     -4.16560 
3.22     -3.12142 
3.32     -2.08630 
3.42     -1.12367 
3.52     -0.28093 
3.62      0.49322 
3.72      1.13820 
3.82      1.73707 
3.92      2.38850 
