0.02     -9.54646 
0.12     -9.51843 
0.22     -9.67897 
0.32     -9.90926 
0.42    -10.30526 
0.52    -10.91509 
0.62    -11.61805 
0.72    -12.11558 
0.82    -12.07794 
0.92    -11.51933 
1.02    -10.76750 
1.12     -9.98229 
1.22     -9.20837 
1.32     -8.45665 
1.42     -7.72249 
1.52     -7.00423 
1.62     -6.31446 
1.72     -5.64596 
1.82     -5.00287 
1.92     -4.38365 
2.02     -3.79741 
2.12     -3.24545 
2.22     -2.73598 
2.32     -2.26389 
2.42     -1.83734 
2.52     -1.44023 
2.62     -1.08877 
2.72     -0.77074 
2.82     -0.47905 
2.92     -0.22680 
3.02      0.00617 
3.12      0.21413 
3.22      0.39948 
3.32      0.56188 
3.42      0.70059 
3.52      0.82478 
3.62      0.92689 
3.72      1.00669 
3.82      1.06548 
3.92      1.10772 
