0.02      9.69654 
0.12     10.17544 
0.22     11.21298 
0.32     10.98660 
0.42      9.33844 
0.52      6.85671 
0.62      4.36557 
0.72      2.41814 
0.82      1.00953 
0.92      0.16311 
1.02     -0.06432 
1.12     -0.79649 
1.22     -1.92763 
1.32     -2.95191 
1.42     -3.74690 
1.52     -4.33766 
1.62     -4.77868 
1.72     -5.12073 
1.82     -5.40179 
1.92     -5.63878 
2.02     -5.83902 
2.12     -6.00459 
2.22     -6.12357 
2.32     -6.21409 
2.42     -6.25513 
2.52     -6.25339 
2.62     -6.21291 
2.72     -6.12836 
2.82     -6.01736 
2.92     -5.87120 
3.02     -5.70318 
3.12     -5.51062 
3.22     -5.30680 
3.32     -5.07834 
3.42     -4.84378 
3.52     -4.59773 
3.62     -4.32959 
3.72     -4.05530 
3.82     -3.76763 
3.92     -3.48681 
