0.02     25.82922 
0.12     25.53334 
0.22     24.76244 
0.32     23.09435 
0.42     20.61351 
0.52     17.49105 
0.62     14.00101 
0.72     10.46926 
0.82      7.12530 
0.92      4.23503 
1.02      1.97960 
1.12      0.49199 
1.22     -0.00517 
1.32     -0.79753 
1.42     -3.01063 
1.52     -6.57071 
1.62    -11.03264 
1.72    -15.58491 
1.82    -19.78149 
1.92    -23.42877 
2.02    -26.54460 
2.12    -29.20467 
2.22    -31.46654 
2.32    -33.32764 
2.42    -34.77846 
2.52    -35.87748 
2.62    -36.68468 
2.72    -37.18937 
2.82    -37.43824 
2.92    -37.39295 
3.02    -37.09567 
3.12    -36.55008 
3.22    -35.76957 
3.32    -34.74785 
3.42    -33.55408 
3.52    -32.27055 
3.62    -30.86106 
3.72    -29.37859 
3.82    -27.75711 
3.92    -25.85304 
