0.02     30.13861 
0.12     30.70542 
0.22     29.96525 
0.32     27.77747 
0.42     24.36063 
0.52     20.35309 
0.62     15.97537 
0.72     11.50228 
0.82      7.34633 
0.92      3.89846 
1.02      1.40149 
1.12      0.10382 
1.22     -0.39022 
1.32     -2.59127 
1.42     -6.70979 
1.52    -12.29988 
1.62    -18.66069 
1.72    -25.09926 
1.82    -31.00183 
1.92    -35.90975 
2.02    -39.91376 
2.12    -43.19341 
2.22    -45.93044 
2.32    -48.21186 
2.42    -49.97520 
2.52    -51.17511 
2.62    -51.77546 
2.72    -51.90332 
2.82    -51.66515 
2.92    -51.14273 
3.02    -50.42359 
3.12    -49.62294 
3.22    -48.66291 
3.32    -47.26661 
3.42    -45.65675 
3.52    -43.93856 
3.62    -42.16135 
3.72    -40.30922 
3.82    -38.30191 
3.92    -35.75047 
