0.020  -51.49986
0.120  -50.96118
0.220  -49.65412
0.320  -47.58265
0.420  -44.75334
0.520  -41.17519
0.620  -36.86063
0.720  -31.82519
0.820  -26.08835
0.920  -19.67360
1.020  -12.60853
1.120   -4.92514
1.220    3.34028
1.320   12.14724
1.420   21.45070
1.520   31.20131
1.620   41.34590
1.720   51.82830
1.820   62.59088
1.920   73.57645
2.020   84.73080
2.120   96.00506
2.220  107.35806
2.320  118.75832
2.420  130.18536
2.520  141.63037
2.620  153.09614
2.720  164.59643
2.820  176.15471
2.920  187.80258
3.020  199.57777
3.120  211.52202
3.220  223.67908
3.320  236.09288
3.420  248.80621
3.520  261.85968
3.620  275.29109
3.720  289.13499
3.820  303.42235
3.920  318.18033
