0.02    -19.80515 
0.12    -20.09845 
0.22    -19.96887 
0.32    -19.94127 
0.42    -20.16846 
0.52    -20.68515 
0.62    -21.42369 
0.72    -22.40904 
0.82    -23.67309 
0.92    -25.25813 
1.02    -27.14396 
1.12    -29.08677 
1.22    -30.67712 
1.32    -31.43398 
1.42    -31.06496 
1.52    -29.82495 
1.62    -28.10661 
1.72    -26.10484 
1.82    -24.00863 
1.92    -21.87222 
2.02    -19.77575 
2.12    -17.71582 
2.22    -15.67799 
2.32    -13.66783 
2.42    -11.73982 
2.52     -9.78685 
2.62     -7.93364 
2.72     -6.16103 
2.82     -4.46211 
2.92     -2.87884 
3.02     -1.47702 
3.12     -0.10822 
3.22      1.01979 
3.32      2.05460 
3.42      2.92742 
3.52      3.71784 
3.62      4.29305 
3.72      4.77448 
3.82      5.20255 
3.92      5.59546 
