0.02     16.68796 
0.12     20.79444 
0.22     29.12551 
0.32     40.39762 
0.42     50.13050 
0.52     54.00311 
0.62     54.31314 
0.72     52.38233 
0.82     48.65939 
0.92     43.04399 
1.02     35.29554 
1.12     25.63428 
1.22     15.70799 
1.32      7.68898 
1.42      2.46581 
1.52      0.09480 
1.62     -1.19315 
1.72     -6.47602 
1.82    -14.65994 
1.92    -23.01933 
2.02    -30.10750 
2.12    -35.69420 
2.22    -40.07634 
2.32    -43.60513 
2.42    -46.58908 
2.52    -49.22902 
2.62    -51.63401 
2.72    -53.89385 
2.82    -55.90179 
2.92    -57.58534 
3.02    -58.65941 
3.12    -59.04332 
3.22    -58.64206 
3.32    -57.73272 
3.42    -56.32757 
3.52    -54.72461 
3.62    -53.59967 
3.72    -51.87348 
3.82    -49.60459 
3.92    -46.92850 
