0.02    -60.05550 
0.12    -59.15825 
0.22    -56.08385 
0.32    -51.21789 
0.42    -44.52498 
0.52    -37.06017 
0.62    -29.31750 
0.72    -21.43560 
0.82    -13.61193 
0.92     -5.99713 
1.02      1.17307 
1.12      7.63917 
1.22     12.81462 
1.32     15.76931 
1.42     15.80683 
1.52     13.02037 
1.62      8.09018 
1.72      2.02968 
1.82     -4.34802 
1.92    -10.58440 
2.02    -16.16607 
2.12    -20.33576 
2.22    -22.61111 
2.32    -23.20186 
2.42    -22.61833 
2.52    -21.39068 
2.62    -19.85480 
2.72    -18.19689 
2.82    -16.52189 
2.92    -14.90046 
3.02    -13.31847 
3.12    -11.70757 
3.22     -9.88302 
3.32     -7.87393 
3.42     -5.34786 
3.52     -2.56601 
3.62      0.37894 
3.72      2.92649 
3.82      4.43595 
3.92      4.06474 
