0.02    -55.93631 
0.12    -54.77478 
0.22    -49.24077 
0.32    -39.32590 
0.42    -30.12750 
0.52    -22.16022 
0.62    -15.47655 
0.72    -10.15143 
0.82     -6.37928 
0.92     -4.37255 
1.02     -4.12640 
1.12     -5.30293 
1.22     -7.56597 
1.32    -10.61097 
1.42    -14.31400 
1.52    -18.48532 
1.62    -22.63039 
1.72    -26.15655 
1.82    -28.50128 
1.92    -29.50390 
2.02    -29.36433 
2.12    -28.38321 
2.22    -26.83526 
2.32    -24.94271 
2.42    -22.84652 
2.52    -20.63737 
2.62    -18.40224 
2.72    -16.20190 
2.82    -14.01550 
2.92    -11.95682 
3.02     -9.89353 
3.12     -7.91657 
3.22     -5.83000 
3.32     -3.75357 
3.42     -1.72393 
3.52      0.21667 
3.62      1.98492 
3.72      3.48799 
3.82      4.66651 
3.92      5.44637 
