0.020   -9.89338
0.120   -9.55980
0.220   -8.75234
0.320   -7.47660
0.420   -5.74095
0.520   -3.55544
0.620   -0.93056
0.720    2.12396
0.820    5.60004
0.920    9.49178
1.020   13.79550
1.120   18.50949
1.220   23.63349
1.320   29.16818
1.420   35.11460
1.520   41.47378
1.620   48.24646
1.720   55.43294
1.820   63.03297
1.920   71.04574
2.020   79.46989
2.120   88.30349
2.220   97.54419
2.320  107.18921
2.420  117.23548
2.520  127.67976
2.620  138.51883
2.720  149.74964
2.820  161.36956
2.920  173.37661
3.020  185.76974
3.120  198.54905
3.220  211.71608
3.320  225.27389
3.420  239.22725
3.520  253.58254
3.620  268.34758
3.720  283.53130
3.820  299.14323
3.920  315.19279
