0.020  -42.94141
0.120  -42.44553
0.220  -41.24242
0.320  -39.33685
0.420  -36.73629
0.520  -33.45145
0.620  -29.49673
0.720  -24.89072
0.820  -19.65641
0.920  -13.82162
1.020   -7.41856
1.120   -0.48313
1.220    6.94570
1.320   14.82723
1.420   23.11962
1.520   31.78088
1.620   40.76954
1.720   50.04538
1.820   59.57011
1.920   69.30863
2.020   79.23007
2.120   89.30914
2.220   99.52728
2.320  109.87349
2.420  120.34485
2.520  130.94643
2.620  141.69080
2.720  152.59715
2.820  163.69016
2.920  174.99864
3.020  186.55415
3.120  198.38967
3.220  210.53851
3.320  223.03343
3.420  235.90615
3.520  249.18697
3.620  262.90454
3.720  277.08562
3.820  291.75475
3.920  306.93386
