0.02     23.34420 
0.12     27.73828 
0.22     34.84456 
0.32     42.12019 
0.42     45.42358 
0.52     46.28210 
0.62     45.29059 
0.72     42.68368 
0.82     38.55972 
0.92     32.98594 
1.02     26.29754 
1.12     19.11012 
1.22     12.35764 
1.32      6.81269 
1.42      2.84108 
1.52      0.54759 
1.62     -0.05137 
1.72     -1.42458 
1.82     -4.55302 
1.92     -8.93705 
2.02    -13.77539 
2.12    -18.43819 
2.22    -22.61290 
2.32    -26.20686 
2.42    -29.24107 
2.52    -31.80311 
2.62    -33.94648 
2.72    -35.72587 
2.82    -37.18961 
2.92    -38.34381 
3.02    -39.22657 
3.12    -39.83025 
3.22    -40.19097 
3.32    -40.20309 
3.42    -39.77386 
3.52    -38.95789 
3.62    -37.69775 
3.72    -36.09302 
3.82    -34.30103 
3.92    -32.58298 
