0.02     10.02027 
0.12     10.71177 
0.22      9.51507 
0.32      7.56303 
0.42      5.56498 
0.52      3.78274 
0.62      2.30218 
0.72      1.10856 
0.82      0.27430 
0.92     -0.01045 
1.02     -0.61973 
1.12     -2.26399 
1.22     -4.82533 
1.32     -7.79277 
1.42    -10.49957 
1.52    -12.75161 
1.62    -14.56433 
1.72    -16.01974 
1.82    -17.17337 
1.92    -18.10751 
2.02    -18.89749 
2.12    -19.56368 
2.22    -20.10511 
2.32    -20.53092 
2.42    -20.81276 
2.52    -20.95252 
2.62    -20.93448 
2.72    -20.76804 
2.82    -20.44979 
2.92    -20.02263 
3.02    -19.44691 
3.12    -18.80540 
3.22    -18.06871 
3.32    -17.27733 
3.42    -16.42669 
3.52    -15.51321 
3.62    -14.54158 
3.72    -13.55891 
3.82    -12.55537 
3.92    -11.50019 
