   99     1.265   -28.117524703  9225.320827607   121.159976297     0.002423390     0.199985317     0.265373679    22.247054683    539    -0.492836553     54     296.864     457.562 / 476.660
  100     1.274   -28.124417222  9236.768681177   121.100849488     0.004808913     0.399929138     0.265932007    22.628136043    544    -0.486980837     54     299.575     457.641 / 476.777
  101     1.283   -28.131074607  9248.066946686   121.042846177     0.002350292     0.199986190     0.266483782    22.879993107    549    -0.481337035     55     302.431     459.480 / 483.758
  102     1.292   -28.137544973  9259.281978448   120.985600552     0.004679534     0.399835412     0.267032510    23.259329524    554    -0.475859362     55     305.024     464.301 / 483.820
  103     1.300   -28.143802257  9270.354752571   120.929399097     0.002295981     0.199986821     0.267575491    23.620972570    559    -0.470569498     56     307.818     471.934 / 491.082
  104     1.309   -28.149861408  9281.298029311   120.874160449     0.004561407     0.399902804     0.268113486    23.966651329    564    -0.465454617     56     310.762     471.859 / 491.082
  105     1.317   -28.155736888  9292.121951752   120.819813780     0.002237248     0.199987486     0.268647180    24.302378689    569    -0.460516537     57     313.597     478.906 / 498.195
  106     1.326   -28.161440218  9302.835231144   120.766305870     0.004447980     0.399903664     0.269177119    24.674848050    574    -0.455730771     57     316.661     479.016 / 498.195
  107     1.334   -28.166971343  9313.425286226   120.713686634     0.002181664     0.199988101     0.269702774    25.089260042    579    -0.451097477     58     319.702     486.098 / 505.395
  108     1.342   -28.172329177  9323.878351160   120.662009380     0.004331482     0.399915661     0.270223532    25.378322595    584    -0.446617690     58     322.527     486.168 / 505.395
  109     1.349   -28.177548298  9334.250059425   120.610987527     0.002129441     0.199988663     0.270742212    25.675267241    589    -0.442262378     59     325.315     493.281 / 512.625
  110     1.357   -28.182632689  9344.536066891   120.560583160     0.004238294     0.383998499     0.271258830    25.897249155    596    -0.438028284     59     329.115     493.703 / 512.625
  111     1.365   -28.187602206  9354.769403651   120.510665045     0.002094770     0.199989030     0.271775044    26.206844275    601    -0.433898770     60     332.146     500.668 / 519.691
  112     1.373   -28.192445143  9364.916208355   120.461365180     0.004168733     0.395663106     0.272289298    26.534608451    608    -0.429897976     60     336.526     500.938 / 519.691
  113     1.380   -28.197164422  9374.972589800   120.412696802     0.002052225     0.199989471     0.272801404    26.854206506    613    -0.426008421     61     339.283     507.750 / 526.906
  114     1.388   -28.201766389  9384.943959525   120.364624910     0.004083839     0.399931852     0.273311683    27.193317436    618    -0.422224826     61     342.014     507.793 / 526.906
  115     1.395   -28.206253023  9394.821494440   120.317157934     0.002010037     0.199989899     0.273819911    27.393423986    623    -0.418558294     62     344.705     514.766 / 533.926
  116     1.402   -28.210651592  9404.659434186   120.270029396     0.004009099     0.399901558     0.274328806    27.589269842    628    -0.414975769     62     347.509     514.535 / 533.926
  117     1.410   -28.214965676  9414.460243019   120.223223877     0.001988565     0.199990114     0.274838546    27.823159397    633    -0.411474141     63     350.470     522.195 / 541.219
  118     1.417   -28.219191891  9424.211409623   120.176795594     0.003964075     0.399925674     0.275348528    28.129229008    638    -0.408055939     63     353.261     521.516 / 541.219
  119     1.424   -28.223322703  9433.889247254   120.130853015     0.001957646     0.199990419     0.275857541    28.325003259    643    -0.404727153     64     356.321     529.543 / 548.113
  120     1.431   -28.227377132  9443.532952976   120.085204434     0.003905353     0.399955614     0.276367659    28.499520044    648    -0.401471766     64     359.536     529.316 / 548.383
  121     1.438   -28.231360151  9453.150010350   120.039808678     0.001939364     0.199990597     0.276879339    28.620970936    653    -0.398262773     65     362.285     536.320 / 555.473
  122     1.445   -28.235279614  9462.758197249   119.994568449     0.003874071     0.391355291     0.277393605    28.709017453    660    -0.395118088     65     365.788     536.375 / 555.547
  123     1.452   -28.239141696  9472.371025436   119.949432729     0.001932359     0.199990665     0.277911137    28.802445453    665    -0.392031690     66     368.786     543.469 / 562.789
