    0     0.000   -23.351343989 23184.484469323   168.412474226     0.000000000     0.000000000     0.000000018     0.618493364      0    -5.549445923      5      45.826     324.277 / 364.406
    1     0.323   -26.585774203 23184.655495161   168.373388176     0.000000006     0.200000000     0.018742096     0.371677519      6    -2.060993803      5     487.061     608.711 / 753.062
    2     0.823   -28.259258922 23184.890666988   168.353277146     0.009442010     0.385265238     0.029022117     0.165865269     15    -0.426601783      5     525.064     610.863 / 754.480
    3     1.323   -28.620668998 23185.056055914   168.349047426     0.014511059     0.082932634     0.027420392     0.083073115     20    -0.115127781      6     548.684     700.402 / 861.266
    4     1.823   -28.721036281 23185.151960598   168.348038632     0.028242583     0.124045226     0.023187566     0.044888699     26    -0.038395205      6     574.466     721.410 / 861.266
    5     2.323   -28.755256257 23185.183076084   168.347917808     0.039869662     0.145770717     0.018950996     0.025903289     32    -0.015429502      6     600.561     719.355 / 862.234
    6     2.823   -28.769284449 23185.160362492   168.348123350     0.049380823     0.157854389     0.015390644     0.016005183     38    -0.007300979      6     627.177     719.082 / 862.234
    7     3.323   -28.776077986 23185.095741137   168.348477628     0.057108762     0.164889525     0.012577856     0.010779283     45    -0.003995369      6     659.122     721.145 / 862.566
    8     3.823   -28.779906820 23184.999805395   168.348905476     0.063425278     0.169171070     0.010411210     0.008115993     52    -0.002494537      6     689.703     707.383 / 862.859
    9     4.323   -28.782382920 23184.881214617   168.349367663     0.068653420     0.171900939     0.008759028     0.006863110     59    -0.001750784      6     712.803     719.797 / 863.121
   10     4.823   -28.784184596 23184.746760099   168.349841820     0.073051227     0.173734180     0.007502436     0.006325091     66    -0.001353589      6     727.778     720.930 / 863.121
   11     5.323   -28.785622578 23184.601645410   168.350315086     0.076817493     0.175040323     0.006544986     0.006105445     73    -0.001125556      6     742.213     707.383 / 863.141
   12     5.823   -28.786848438 23184.449798486   168.350780341     0.080102688     0.176034104     0.005811772     0.006007696     80    -0.000984127      6     759.022     707.383 / 863.758
   13     6.323   -28.787939708 23184.294151982   168.351233936     0.083019645     0.176843442     0.005245818     0.005945481     87    -0.000888778      6     775.424     707.383 / 864.090
   14     6.823   -28.788937637 23184.136875203   168.351674269     0.085652531     0.177546034     0.004804279     0.005884435     94    -0.000818848      6     792.207     707.383 / 864.090
   15     7.323   -28.789865036 23183.979558396   168.352100888     0.088063937     0.178189714     0.004455157     0.005812851    101    -0.000763508      6     810.202     719.391 / 864.090
   16     7.823   -28.790735081 23183.823355947   168.352513957     0.090300342     0.178804118     0.004174664     0.005728380    108    -0.000716960      6     827.092     707.383 / 864.090
   17     8.323   -28.791555813 23183.669096065   168.352913933     0.092396250     0.179407549     0.003945181     0.005632244    115    -0.000676036      6     843.534     707.383 / 864.090
   18     8.823   -28.792332473 23183.517364025   168.353301388     0.094377293     0.180011136     0.003753688     0.005526774    122    -0.000638969      6     861.998     722.070 / 864.090
   19     9.323   -28.793068747 23183.368564880   168.353676916     0.096262551     0.180621401     0.003590584     0.005414394    129    -0.000604751      6     879.392     720.812 / 864.090
   20     9.823   -28.793767436 23183.222970480   168.354041084     0.098066272     0.181241885     0.003448799     0.005297250    136    -0.000572786      6     896.775     721.074 / 864.090
   21    10.323   -28.794430813 23183.080754568   168.354394415     0.099799146     0.181874188     0.003323134     0.005177108    143    -0.000542711      6     914.113     707.383 / 864.090
   22    10.823   -28.795060828 23182.942018890   168.354737382     0.101469249     0.182518658     0.003209767     0.005055362    150    -0.000514290      6     930.260     707.383 / 864.090
   23    11.323   -28.795659221 23182.806812571   168.355070409     0.103082735     0.183174836     0.003105889     0.004933088    157    -0.000487363      6     947.407     707.383 / 864.090
   24    11.823   -28.796227581 23182.675146462   168.355393877     0.104644345     0.183841758     0.003009436     0.004811102    164    -0.000461813      6     964.221     722.852 / 864.090
   25    12.323   -28.796767387 23182.547003742   168.355708134     0.106157783     0.184518163     0.002918890     0.004690011    171    -0.000437548      6     979.941     707.383 / 864.090
   26    12.823   -28.797280030 23182.422347739   168.356013492     0.107625990     0.185202623     0.002833134     0.004570267    178    -0.000414495      6     995.424     719.660 / 864.090
   27    13.323   -28.797766825 23182.301127696   168.356310241     0.109051350     0.185893640     0.002751343     0.004452197    185    -0.000392589      6    1012.094     707.383 / 864.090
   28    13.823   -28.798229022 23182.183283016   168.356598649     0.110435828     0.186589702     0.002672908     0.004336038    192    -0.000371772      6    1028.116     707.383 / 864.090
   29    14.323   -28.798667812 23182.068746377   168.356878967     0.111781089     0.187289330     0.002597375     0.004221958    199    -0.000351993      6    1045.069     719.258 / 864.090
   30    14.823   -28.799084330 23181.957446026   168.357151429     0.113088568     0.187991099     0.002524406     0.004110071    206    -0.000333202      6    1061.743     720.215 / 864.090
   31    15.323   -28.799479659 23181.849307457   168.357416261     0.114359534     0.188693658     0.002453746     0.004000454    213    -0.000315354      6    1078.305     707.383 / 864.090
   32    15.823   -28.799854834 23181.744254639   168.357673674     0.115595127     0.189395739     0.002385203     0.003893153    220    -0.000298405      6    1094.893     722.988 / 864.090
   33    16.323   -28.800210843 23181.642210918   168.357923872     0.116796392     0.190096159     0.002318626     0.003788193    227    -0.000282315      6    1111.079     707.383 / 864.090
   34    16.823   -28.800548629 23181.543099666   168.358167052     0.117964302     0.190793824     0.002253899     0.003685584    234    -0.000267042      6    1127.535     719.734 / 864.117
   35    17.323   -28.800869092 23181.446844757   168.358403403     0.119099771     0.191487729     0.002190931     0.003585320    241    -0.000252550      6    1144.017     707.383 / 864.117
   36    17.823   -28.801173092 23181.353370913   168.358633107     0.120203668     0.192176954     0.002129645     0.003487390    248    -0.000238803      6    1159.775     707.383 / 864.117
   37    18.323   -28.801461449 23181.262603940   168.358856342     0.121276826     0.192860660     0.002069979     0.003391773    255    -0.000225764      6    1176.680     707.383 / 864.516
   38    18.823   -28.801734946 23181.174470907   168.359073280     0.122320046     0.193538091     0.002011879     0.003298444    262    -0.000213402      6    1192.388     707.383 / 864.516
   39    19.323   -28.801994329 23181.088900264   168.359284089     0.123334105     0.194208561     0.001955298     0.003207374    269    -0.000201683      6    1209.124     707.383 / 864.516
   40    19.823   -28.802240310 23181.005821920   168.359488930     0.124319756     0.194871458     0.001900196     0.003118531    276    -0.000190578      6    1225.529     720.277 / 864.516
   41    20.323   -28.802473565 23180.925167296   168.359687964     0.125277734     0.195526234     0.001846532     0.003031880    283    -0.000180056      6    1242.372     719.859 / 864.516
   42    20.823   -28.802694742 23180.846869358   168.359881343     0.126208753     0.196172404     0.001794273     0.002947386    290    -0.000170089      6    1259.446     718.645 / 864.516
   43    21.323   -28.802904455 23180.770862624   168.360069219     0.127113511     0.196809541     0.001743384     0.002865012    297    -0.000160650      6    1276.569     707.383 / 864.516
   44    21.823   -28.803103289 23180.697083173   168.360251739     0.127992690     0.197437272     0.001693833     0.002784718    304    -0.000151713      6    1293.896     707.383 / 864.516
   45    22.323   -28.803291803 23180.625468638   168.360429046     0.128846958     0.198055272     0.001645590     0.002706468    311    -0.000143253      6    1311.391     720.984 / 864.516
   46    22.823   -28.803470187 23180.555623806   168.360428008     0.129663641     0.198662553     0.001606852     0.002627013    317    -0.000135306      6    1326.110     720.578 / 864.516
   47    23.323   -28.803639441 23180.487910533   168.360427020     0.130461099     0.199258282     0.001565910     0.002550968    323    -0.000127774      6    1340.588     707.383 / 864.516
