 -67256.00 -70956.00 -73399.00 -74585.90 -74662.40 -74184.80 -71625.10 -68866.40
 -63695.90 -58266.40 -50566.40
a=152  z= 59 to  70
 -64756.90 -70156.90 -71272.30 -74772.30 -72896.60 -74718.20 -70868.20 -70125.70
 -63710.90 -60437.80 -51510.90 -46037.80
a=153  z= 60 to  71
 -67368.30 -70668.30 -72568.60 -73378.40 -72893.80 -71315.00 -69145.00 -64956.10
 -60610.50 -53863.80 -47010.50 -37863.80
a=154  z= 60 to  72
 -65965.00 -68465.00 -72465.00 -71749.20 -73716.90 -70154.90 -70403.30 -64872.10
 -62625.60 -54415.80 -50088.10 -39415.80 -32788.10
a=155  z= 61 to  72
 -67107.20 -70207.20 -71829.50 -72080.90 -71261.10 -69167.10 -66065.10 -62323.00
 -56691.00 -50497.30 -42335.40 -33897.30
a=156  z= 61 to  73
 -64478.90 -69378.90 -70093.20 -72546.20 -70107.90 -70537.00 -65790.80 -64100.80
 -56944.50 -53201.40 -43492.30 -37580.00 -25392.30
a=157  z= 62 to  73
 -66873.10 -69473.10 -70834.80 -70777.30 -69435.00 -66895.00 -63425.00 -58795.00
 -53563.60 -46312.00 -38700.40 -29057.00
a=158  z= 62 to  74
 -65400.80 -67250.80 -70700.80 -69484.80 -70419.30 -66442.30 -65142.30 -58742.30
 -56025.80 -47190.90 -42258.20 -30782.40 -23745.40
a=159  z= 63 to  74
 -66063.30 -68572.80 -69544.90 -69179.30 -67343.30 -64574.30 -60374.30 -55998.10
 -49731.80 -42846.70 -34164.70 -25010.50
a=160  z= 63 to  74
 -63552.30 -67952.30 -67848.80 -69682.90 -66396.90 -66062.30 -60142.30 -58062.30
 -50242.30 -45876.80 -35515.30 -29083.10
a=161  z= 64 to  75
 -65516.40 -67474.40 -68065.50 -67212.30 -65207.50 -61807.50 -57707.50 -52507.50
 -46421.30 -38607.70 -30351.00 -20192.80
a=162  z= 64 to  75
 -64260.40 -65660.40 -68190.40 -66056.00 -66345.40 -61555.40 -59745.40 -52655.40
 -49183.70 -39766.00 -34156.90 -22083.30
a=163  z= 65 to  76
 -64691.90 -66391.90 -66388.00 -65177.30 -62738.30 -59368.30 -54738.30 -49289.70
 -42662.70 -34902.10 -25672.60 -15911.50
a=164  z= 65 to  76
 -62116.10 -65976.10 -64947.30 -65951.20 -61989.20 -60889.20 -54589.20 -51689.20
 -43489.20 -38174.00 -27167.70 -20180.00
a=165  z= 66 to  76
 -63621.40 -64907.40 -64530.00 -62937.60 -60174.60 -56374.60 -51656.30 -45874.60
 -38965.20 -30539.70 -21608.70
a=166  z= 66 to  77
 -62594.70 -63078.70 -64933.00 -61886.20 -61594.70 -56114.70 -53694.70 -46214.70
 -41903.70 -31841.10 -25602.10 -12955.60
a=167  z= 66 to  77
 -59977.80 -62327.80 -63297.80 -62548.80 -60594.80 -57464.80 -53364.80 -48364.80
 -42364.80 -34664.80 -26498.70 -16704.70
a=168  z= 67 to  78
 -60277.70 -62997.70 -61318.00 -61577.50 -57107.50 -55107.50 -48507.50 -44890.90
 -35656.50 -29930.40 -18331.80 -10866.80
a=169  z= 67 to  78
 -58806.20 -60929.50 -61281.50 -60373.40 -58080.40 -54730.40 -50280.40 -45131.40
 -38260.40 -30822.70 -21838.90 -12343.50
a=170  z= 67 to  78
 -56247.70 -60117.70 -59803.10 -60771.10 -57331.10 -56031.10 -50331.10 -47250.60
 -38989.80 -33938.20 -23243.70 -16474.30
a=171  z= 68 to  78
 -57727.80 -59217.80 -59314.30 -57833.50 -55433.50 -51633.50 -47233.50 -41339.90
 -34563.90 -26170.70 -17469.00
a=172  z= 68 to  78
 -56492.30 -57383.60 -59262.80 -56738.90 -56388.90 -51468.90 -48968.90 -41682.60
 -37239.30 -27264.60 -21040.90
a=173  z= 68 to  78
 -53767.40 -56267.40 -57558.80 -56883.60 -55283.60 -52383.60 -48805.50 -43555.50
 -37649.30 -30024.90 -22045.70
a=174  z= 69 to  78
 -53862.20 -56952.20 -55574.00 -55847.60 -52002.60 -50047.60 -43509.90 -39953.50
 -30957.80 -25331.00
a=175  z= 69 to  79
 -52303.50 -54703.50 -55171.60 -54485.00 -52385.00 -49585.00 -45238.50 -40052.40
 -33395.60 -25962.00 -17154.90
a=176  z= 69 to  79
 -49602.70 -53502.70 -53393.20 -54579.30 -51479.30 -50579.30 -45079.30 -42026.40
 -34020.40 -28926.40 -18403.10
a=177  z= 70 to  80
