 15 13   0.1960467E+00 12 14  -0.9503955E-01 14 14  -0.4001296E-01
 16 14   0.1962839E+00 13 15   0.1960467E+00 15 15   0.4634285E-01
 17 15  -0.9539139E-01 14 16   0.1962839E+00 16 16   0.6200045E-02
 18 16   0.1975848E+00 15 17  -0.9539139E-01 17 17  -0.3380422E-01
 19 17   0.1977223E+00 16 18   0.1975848E+00 18 18   0.3819360E-01
 20 18  -0.9559315E-01 17 19   0.1977223E+00 19 19   0.4434455E-02
 21 19   0.1985039E+00 18 20  -0.9559315E-01 20 20  -0.2925403E-01
 22 20   0.1985905E+00 19 21   0.1985039E+00 21 21   0.3247605E-01
 23 21  -0.9571958E-01 20 22   0.1985905E+00 22 22   0.3328601E-02
 24 22   0.1990967E+00 21 23  -0.9571958E-01 23 23  -0.2577920E-01
 25 23   0.1991547E+00 22 24   0.1990967E+00 24 24   0.2824465E-01
 26 24  -0.9580398E-01 23 25   0.1991547E+00 25 25   0.2590316E-02
 27 25   0.1995013E+00 24 26  -0.9580398E-01 26 26  -0.2304005E-01
 28 26   0.1995421E+00 25 27   0.1995013E+00 27 27   0.2498727E-01
 29 27  -0.9586304E-01 26 28   0.1995421E+00 28 28   0.2073074E-02
 30 28   0.1997897E+00 27 29  -0.9586304E-01 29 29  -0.2082584E-01
 31 29   0.1998195E+00 28 30   0.1997897E+00 30 30   0.2240264E-01
 29 31   0.1998195E+00 31 31   0.1696594E-02
  1  2  -0.1651445E+00  4  3  -0.7385486E-01  4  5  -0.1477098E+00
  7  6  -0.8827347E-01  7  8  -0.1395726E+00 10  9  -0.9534627E-01
 10 11  -0.1348400E+00 13 12  -0.9958589E-01 13 14  -0.1317397E+00
 16 15  -0.1024183E+00 16 17  -0.1295500E+00 19 18  -0.1044466E+00
 19 20  -0.1279204E+00 22 21  -0.1059715E+00 22 23  -0.1266600E+00
 25 24  -0.1071599E+00 25 26  -0.1256561E+00 28 27  -0.1081125E+00

  4  2  -0.1044465E+00  1  3  -0.2335497E+00  7  5  -0.1248375E+00
  4  6  -0.2088932E+00 10  8  -0.1348400E+00  7  9  -0.1973855E+00
 13 11  -0.1408357E+00 10 12  -0.1906925E+00 16 14  -0.1448413E+00
 13 15  -0.1863081E+00 19 17  -0.1477098E+00 16 18  -0.1832114E+00
 22 20  -0.1498662E+00 19 21  -0.1809068E+00 25 23  -0.1515470E+00
 22 24  -0.1791244E+00 28 26  -0.1528941E+00 25 27  -0.1777046E+00

  4  2  -0.9819305E-01  6  2   0.1075650E+00  5  3  -0.1713786E+00
  7  3   0.6295002E-01  7  5  -0.9627646E-01  9  5   0.1223653E+00
  8  6  -0.1636895E+00 10  6   0.7239038E-01 10  8  -0.9455335E-01
 12  8   0.1288441E+00 11  9  -0.1595448E+00 13  9   0.7654136E-01
 13 11  -0.9331542E-01 15 11   0.1324947E+00 14 12  -0.1569504E+00
 16 12   0.7887053E-01 16 14  -0.9241182E-01 18 14   0.1348400E+00
 17 15  -0.1551729E+00 19 15   0.8035862E-01 19 17  -0.9172976E-01
 21 17   0.1364744E+00 20 18  -0.1538787E+00 22 18   0.8139026E-01
 22 20  -0.9119874E-01 24 20   0.1376790E+00 23 21  -0.1528941E+00
 25 21   0.8214712E-01 25 23  -0.9077442E-01 27 23   0.1386036E+00
 26 24  -0.1521200E+00 28 24   0.8272576E-01 28 26  -0.9042799E-01
 30 26   0.1393359E+00 29 27  -0.1514953E+00 31 27   0.8318239E-01

  3  2   0.2171130E+00  5  2  -0.1077182E+00  7  2  -0.8902472E-01
  4  3   0.1388659E+00  6  3  -0.4056535E-01  8  3  -0.1466116E+00
  6  5   0.2231094E+00  8  5  -0.6173119E-01 10  5  -0.1023756E+00
  7  6   0.1361555E+00  9  6  -0.3296202E-01 11  6  -0.1698824E+00
  9  8   0.2214996E+00 11  8  -0.4297725E-01 13  8  -0.1082459E+00
 10  9   0.1337186E+00 12  9  -0.2699453E-01 14  9  -0.1802023E+00
 12 11   0.2195121E+00 14 11  -0.3288318E-01 16 11  -0.1115398E+00
